ParasiteCorrectedName_Zooscores_VR_Ver5.0_Final,Insect,GenusOnly,Commensal.,ZooScore,ConfidenceScore,XC_ZooScore,XC_CScore,XC_Notes,XC_WhoBy,XC_Date,PGF_ZooScore,PGF_CScore,PGF_notes,Non.GMPD,SearchStringGoog,Googlehits.As of 2.8.2017.,SearchStringWOS,WOShits .As of 2.6.2017.,Notes,Citation,PrintRef,WhoBy,DateEntry,XCCitation,PGF Citation,PGF more citations,Nematode,GMPD_traits,GMPD_tax,Google,Tao note,GMPDtraits,GMPDtax,ParasiteCorrectedName updated,Match,disease,disease note
Rinadia andreevae,NA,0,,,,-1,3,,VR,42663,,,,0,Rinadia andreevae,28,Rinadia andreevae,3,,"Kitamura et al., 1997",,VR,42663,,,,NA,0,0,Yes,Can't find it on GMPD files.,,,Rinadia andreevae,,,
Roseolovirus human herpesvirus 6,NA,0,,0,1,3,1,,VR,42663,,,,0,Roseolovirus human herpesvirus 6,1120,Roseolovirus human herpesvirus 6,20,,"Braun et al., 1997",Gideon,VR,42663,,,,NA,0,0,Yes,Can't find it on GMPD files.,,,Roseolovirus human herpesvirus 6,,,
Rotavirus Rotavirus C,NA,3,,,,3,1,,VR,42663,,,,0,Rotavirus Rotavirus C,148000,Rotavirus Rotavirus C,369,,"Rahman et al., 2005",,VR,42663,,,,NA,0,0,Yes,Can't find it on GMPD files.,,,Rotavirus Rotavirus C,,,
Rotavirus RotavirusA,NA,3,,,,3,1,,VR,42663,,,,0,Rotavirus RotavirusA,5290,Rotavirus RotavirusA,2,,"Parashar et al., 2003",,VR,42663,,,,NA,0,0,Yes,,Rotavirus Rotavirus A,Rotavirus Rotavirus A,Rotavirus Rotavirus A,Rotavirus Rotavirus A,,
Rubivirus rubella,NA,0,,3,1,0,1,,VR,42663,0,1,"there_is_human-to-human_transmission_(via_aerosols_or_mother-to-fetus),_but_this_is_not_clearly_zoonotic.__No_papers_I_read_indicated_that_it_was_zoonotic.__From_Georgiev_2009:_""the_rubella_virus...is_highly_contagious_but_with_a_limited_host_range_(human_mammalian_cells_only;_unknown_invertebrate_host,_if_any).""",0,Rubivirus rubella,2380,Rubivirus rubella,8,human--contact air transplacental,Gideon,Gideon,VR,42663,,Orenstein & Reef 2014,Georgiev 2009,NA,0,0,Yes,Can't find it on GMPD files (2018/07/29).,,,Rubivirus rubella,,,
Rubulavirus Human parainfluenza virus 2,NA,3,,,,3,1,,VR,42663,,,,0,Rubulavirus Human parainfluenza virus 2,1650,Rubulavirus Human parainfluenza virus 2,15,,"Fan et al., 1998",,VR,42663,,,,NA,0,1,No,,,,Rubulavirus Human parainfluenza virus 2,Rubulavirus Human parainfluenza virus 2,,
Rubulavirus Humanparainfluenzavirus3,NA,3,,,,3,1,,VR,42663,,,,0,Rubulavirus Humanparainfluenzavirus3,314,Rubulavirus Humanparainfluenzavirus3,0,,"Ansari et al., 1991",,VR,42663,,,,NA,0,0,Yes,"The genus Respirovirus includes human parainfluenza viruses 1 and 3, bovine parainfluenza virus 3, and Sendai viruses. Counterintuitively, human parainfluenza viruses 2, 4, and 5 are included in the genus Rubulavirus, despite their antigenic cross-reactivity with the other human parainfluenza viruses (Paramyxoviridae and Pneumoviridae
In Fenner's Veterinary Virology (Fifth Edition), 2017). ",,,Rubulavirus Humanparainfluenzavirus3,,,
Rubulavirus Mumps,NA,0,,0,1,0,1,,VR,42663,,,,0,Rubulavirus Mumps,1760,Rubulavirus Mumps,26,,Gideon,,VR,42663,,,,NA,0,0,Yes,,Rubulavirus Mumps virus,,Rubulavirus Mumps virus,Rubulavirus Mumps virus,,
Rubulavirus Parainfluenzavirus5,NA,3,,,,1,1,,VR,42663,,,,0,Rubulavirus Parainfluenzavirus5,393,Rubulavirus Parainfluenzavirus5,0,,"Rima et al., 2014",,VR,42663,,,,NA,0,0,Yes,,Rubulavirus Parainfluenza virus 5,,Rubulavirus Parainfluenza virus 5,Rubulavirus Parainfluenza virus 5,,
Rubulavirus simian virus 5,NA,3,,,,1,1,,VR,42663,,,,0,Rubulavirus simian virus 5,1180,Rubulavirus simian virus 5,20,Presently called Parainfluenza virus 5,Gideon,,VR,42663,,,,NA,0,0,Yes,Can't find it on GMPD files.,,,Rubulavirus simian virus 5,,,
Ruminococcus gnavus,NA,0,,,,0,2,,VR,42663,,,,0,Ruminococcus gnavus,1300,Ruminococcus gnavus,68,,"Hansen et al., 2013",,VR,42663,,,,NA,0,1,No,,,,Ruminococcus gnavus,Ruminococcus gnavus,,
Ruminococcus hansenii,NA,0,,,,0,3,,VR,42663,,,,0,Ruminococcus hansenii,499,Ruminococcus hansenii,10,,"Liu et al., 2008",,VR,42663,,,,NA,0,1,No,,,,Ruminococcus hansenii,Ruminococcus hansenii,,
Rupicapra rupicapra gammaherpesvirus 1,NA,3,,,,-1,3,,VR,42663,,,,0,Rupicapra rupicapra gammaherpesvirus 1,143,Rupicapra rupicapra gammaherpesvirus 1,1,,"Ehlers et al., 2008",,VR,42663,,,,NA,0,1,No,,,,Rupicapra rupicapra gammaherpesvirus 1,Rupicapra rupicapra gammaherpesvirus 1,,
Salmonella bredeney,NA,0,,,,0,2,,VR,42662,,,,0,Salmonella bredeney,2390,Salmonella bredeney,84,,"Baker et al., 1998",,VR,42662,,,,NA,0,0,Yes,GMPD only has Salmonella enterica.,,,Salmonella bredeney,,,
Salmonella choleraesuis subsp Arizonae,NA,3,,,,1,1,,VR,42662,,,,0,Salmonella choleraesuis subsp Arizonae,13500,Salmonella choleraesuis subsp Arizonae,6,,"Mahajan et al., 2003",,VR,42662,,,,NA,0,0,Yes,GMPD only has Salmonella enterica.,,,Salmonella choleraesuis subsp Arizonae,,,
Salmonella enterica,NA,3,,,,0,1,,VR,42662,,,,0,Salmonella enterica,145000,Salmonella enterica,15383,,"Eriksson et al., 2003",,VR,42662,,,,NA,0,1,No,,,,Salmonella enterica,Salmonella enterica,,
Salmonella enterica subsp  arizonae,NA,0,,1,2,2,1,,VR,42663,2,1,"Subspecies_of_Salmonella_enterica_(above),_so_renamed_as_such.__Mahajan_et_al._2003_report_a_fatal_case_of_Salmonella_enterica_subsp._arizonae_in_a_child.__The_child's_father_was_a_snake_charmer.__S._enterica_subsp._arizonae_is_a_common_gut_inhabitant_of_reptiles_(usually_snakes)_and_rarely_infects_humans_but_occasionally_infects_young_infants_and_immunocompromised_individuals_with_a_history_of_intimate_associations_with_reptiles.__Reptiiles_and_snakes_are_the_natural_reservoirs_of_S._enterica_subsp._arizonae.__Also_has_caused_outbreaks_in_turkeys_and_sheep._""Reptiles_are_symptomless_carriers_of_this_pathogen_and_are_probably_infected_through_contaminated_water,_feed,_or_soil._Earlier_findings_indicate_that_these_bacteria_probably_exist_as_commensal_flora_in_the_animal_gut._Widespread_contamination_of_the_home_environment_and_a_significant_number_of_cases_occur_due_to_pet_reptiles.""__No_indication_of_human-to-human_transmission_in_literature_although_""A_carrier_state_is_not_uncommon,_and_a_recurrence_of_S._enterica_subsp._arizonae_sepsis_in_immunocompromised_patients_after_1_year_has_been_reported""",0,Salmonella enterica subsp  arizonae,13300,Salmonella enterica subsp  arizonae,44,,Mahajan et al. 2003,,VR,42663,,,,NA,0,0,Yes,GMPD only has Salmonella enterica.,,,Salmonella enterica subsp  arizonae,,,
Salmonella enterica subsp  enterica,NA,0,,1,2,3,2,,VR,42663,3,2,"GIDEON:_Many_serovars_of_Salmonella.__Salmonella_enterica_divided_into_six_subspecies,_S._enterica_subsp_enterica,_salamae,_arizonae,_diarizonae,_houtenae,_and_indica.__Because_Salmonella_arizonae_is_in_the_database,_will_see_if_I_can_limit_this_to_S._enterica_subsp_enterica_if_there's_enough_information.__Using_GIDEON's_breakdown,_Salmonella_enterica_subsp._enterica_includes_Salmonella_enterica_subsp._enterica_serovar_enteritidis,_typhimurium,_infantis,_hadar,_choleraesuis,_and_others.__Hendriksen_et_al._2004:_pig,_calf,_and_child_on_farm_in_Netherlands_infectived_with_Salmonella_enterica_serovar_thyphimurium_(which_GIDEON_classifies_as_part_of_subsp._enterica).__The_isolates_were_indistinguishable,_suggesting_nonfoodborne_animal-to-animal_and_animal-to-human_transmission.__Most_human_cases_are_foodborne_although_infection_can_also_occur_via_contact_with_animals,_contaminated_water,_or_the_environment._""Because_the_boy_had_free_access_to_the_stables,_we_assume_that_he_was_infected_by_direct_or_indirect_contact_with_animals._The_boy_was_not_likely_to_have_been_infected_with_this_particular_DT104A_variant_by_any_other_route_because_this_is_an_uncommon_phage_type._Transmission_of_Salmonella_spp._by_direct_contact_with_animals_has_been_reported_before_(3?9)._Close_contact_with_farm_animals_is_a_risk_factor_for_S._Typhimurium_DT104_infections_(8,9).""__However,_human-to-human_transmission_is_described_as_a_possibility_via_touhing_after_inadequate_handwashing,_wearing_inadequately_disinfected_footwear,_or_wearing_working_clothes_indoors.__Stevens_et_al._2009_review_article:_The_importance_of_food-producing_animals_as_reservoirs_of_non-typhoidal_serovars_affecting_humans_is_well_established.__The_pandemic_of_S._Enteritidis_(which_GIDEON_considers_to_be_a_serovar_of_subsp._enterica)_lasting_over_two_decades_to_the_present_is_primarily_associated_with_poultry_meat_and_eggs.__A_UK-wide_survey_in_2005_indicated_that_4%_of_chicken_on_retail_sale_were_contaminated_with_Salmonella.__Serovar_Typhimurium_is_highly_prevalent_in_pig_production_and_poses_a_threat_of_zoonotic_transmission.__Acha,_vol_1,_pg._236:_With_the_exception_of_S._typhi_and_that_paratyphoid_serotypes,_which_are_human-specific,_all_other_infections_caused_by_Salmonella_may_be_considered_zoonoses.__This_is_clearly_at_least_a_2,_but_trying_to_determine_if_there_is_documented_human-to-human_transmission...it_gets_messy_because_of_the_nomenclature_and_the_amount_of_literature_out_there.__Acha_says_that_convalescent_carrier_may_shed_bacteria_for_several_weeks_and,_sometimes,_months.__Acha_says_there_is_human-to-human_transmission_via_fecal-oral_route,_especially_in_hospitals._Olsen_et_al._2001:_Outbreak_of_Salmonella_enterica_serotype_Schwarzengrund_(this_is_subsp._enterica)_in_hospital.__Brought_back_by_someone_from_thei_Philippines_and_infected_multiple_people_in_the_hospital_over_several_years_(bacteria_persisted_on_equipment,_mattresses,_etc.).__""This_outbreak_was_unusual_because_it_occurred_in_medical_facilities_and_involved_person-to-person_transmission""_So_while_I_can't_say_that_the_original_infection_was_acquired_zoonotically,_this_serovar_of_S._enterica_subsp._enterica_has_human-to-human_transmission_and_others_have_zoonotic_transmission.__Does_that_make_this_a_3?",0,Salmonella enterica subsp  enterica,26100,Salmonella enterica subsp  enterica,835,found in a variety of animals,Gideon,Gideon,VR,42663,,Olsen et al. 2001,Hendriksen et al. 2004:,NA,0,0,Yes,GMPD only has Salmonella enterica.,,,Salmonella enterica subsp  enterica,,,
Salmonella enterica subsp  enterica serovar Abortusovis,NA,3,,,,0,2,,VR,42663,,,,0,Salmonella enterica subsp  enterica serovar Abortusovis,614,Salmonella enterica subsp  enterica serovar Abortusovis,3,,"Porwollik et al., 2004",,VR,42663,,,,NA,0,0,Yes,GMPD only has Salmonella enterica.,,,Salmonella enterica subsp  enterica serovar Abortusovis,,,
Salmonella infantis,NA,0,,0,1,0,1,,VR,42662,,,,0,Salmonella infantis,15600,Salmonella infantis,572,,Wegener and Baggesen 1996,,VR,42662,,,,NA,0,0,Yes,GMPD only has Salmonella enterica.,,,Salmonella infantis,,,
Salmonella javiana,NA,0,,0,1,0,2,,VR,42662,,,,0,Salmonella javiana,2060,Salmonella javiana,79,,"Mezal et al., 2013",,VR,42662,,,,NA,0,0,Yes,GMPD only has Salmonella enterica.,,,Salmonella javiana,,,
Salmonella muenster,NA,0,,0,1,0,1,,VR,42662,,,,0,Salmonella muenster,5050,Salmonella muenster,61,,"Radke et al., 2002",,VR,42662,,,,NA,0,0,Yes,GMPD only has Salmonella enterica.,,,Salmonella muenster,,,
Salmonella oranienburg,NA,0,,0,1,0,1,,VR,42662,,,,0,Salmonella oranienburg,4010,Salmonella oranienburg,93,,"Werber et al., 2005",,VR,42662,,,,NA,0,0,Yes,GMPD only has Salmonella enterica.,,,Salmonella oranienburg,,,
Salmonella panama,NA,0,,0,1,0,1,,VR,42662,,,,0,Salmonella panama,7420,Salmonella panama,118,,"van Capelle et al., 1995",,VR,42662,,,,NA,0,0,Yes,GMPD only has Salmonella enterica.,,,Salmonella panama,,,
Salmonella poona,NA,0,,0,1,0,2,,VR,42662,,,,0,Salmonella poona,2930,Salmonella poona,94,,"Francis et al., 1991",,VR,42662,,,,NA,0,0,Yes,GMPD only has Salmonella enterica.,,,Salmonella poona,,,
Salmonella sundsvall,NA,0,,0,1,0,3,,VR,42662,,,,0,Salmonella sundsvall,193,Salmonella sundsvall,1,Associated with food borne infections; contaminated grapes,"Margot et al., 2013",,VR,42662,,,,NA,0,0,Yes,GMPD only has Salmonella enterica.,,,Salmonella sundsvall,,,
Sarcocystis alces,NA,0,,-1,3,-1,3,,VR,42662,,,,0,Sarcocystis alces,295,Sarcocystis alces,19,,Dahlgren and Gjerde 2010,,VR,42662,,,,NA,0,1,No,,,,Sarcocystis alces,Sarcocystis alces,,
Sarcocystis alceslatrans,NA,0,,,,-1,3,,VR,42662,,,,0,Sarcocystis alceslatrans,40,Sarcocystis alceslatrans,4,,Dahlgren and Gjerde 2009,,VR,42662,,,,NA,0,1,No,,,,Sarcocystis alceslatrans,Sarcocystis alceslatrans,,
Sarcocystis americana,NA,0,,,,-1,2,,VR,42662,,,,0,Sarcocystis americana,624,Sarcocystis americana,4,,Foreyt 1989,,VR,42662,,,,NA,0,1,No,,,,Sarcocystis americana,Sarcocystis americana,,
Sarcocystis arctosi,NA,0,,,,-1,3,,VR,42662,,,,0,Sarcocystis arctosi,2580,Sarcocystis arctosi,3,,"Dubey et al., 2007",,VR,42662,,,,NA,0,1,No,,,,Sarcocystis arctosi,Sarcocystis arctosi,,
Sarcocystis arieticanis,NA,0,,0,1,-1,3,,VR,42662,,,,0,Sarcocystis arieticanis,274,Sarcocystis arieticanis,30,,"Dubey et al., 1988",,VR,42662,,,,NA,0,1,No,,,,Sarcocystis arieticanis,Sarcocystis arieticanis,,
Sarcocystis axicuonis,NA,0,,,,-1,3,,VR,42662,,,,0,Sarcocystis axicuonis,4,Sarcocystis axicuonis,1,,"Jog et al., 2005",,VR,42662,,,,NA,0,1,No,,,,Sarcocystis axicuonis,Sarcocystis axicuonis,,
Sarcocystis camelopardalis,NA,0,,,,-1,3,,VR,42662,,,,0,Sarcocystis camelopardalis,88,Sarcocystis camelopardalis,1,,"Bengis et al., 1998",,VR,42662,,,,NA,0,1,No,,,,Sarcocystis camelopardalis,Sarcocystis camelopardalis,,
Sarcocystis capracanis,NA,0,,0,1,-1,2,,VR,42662,,,,0,Sarcocystis capracanis,926,Sarcocystis capracanis,43,,"Morsy et al., 2011",,VR,42662,,,,NA,0,1,No,,,,Sarcocystis capracanis,Sarcocystis capracanis,,
Sarcocystis capreolicanis,NA,3,,,,-1,3,,VR,42662,,,,0,Sarcocystis capreolicanis,71,Sarcocystis capreolicanis,5,,Gjerde 2012,,VR,42662,,,,NA,0,1,No,,,,Sarcocystis capreolicanis,Sarcocystis capreolicanis,,
Sarcocystis cornaglia,NA,0,,,,-1,3,,VR,42662,,,,0,Sarcocystis cornaglia,33,Sarcocystis cornaglia,0,,"Lopez et al., 2003",,VR,42662,,,,NA,0,0,Yes,Can't find it on GMPD files.,,,Sarcocystis cornaglia,,,
Sarcocystis danzani,NA,0,,,,-1,3,,VR,42662,,,,0,Sarcocystis danzani,4,Sarcocystis danzani,0,,"Odening et al., 1998",,VR,42662,,,,NA,0,1,No,,,,Sarcocystis danzani,Sarcocystis danzani,,
Sarcocystis dubeyella,NA,0,,,,-1,3,,VR,42662,,,,0,Sarcocystis dubeyella,8,Sarcocystis dubeyella,1,,"Stolte et al., 1998",,VR,42662,,,,NA,0,1,No,,,,Sarcocystis dubeyella,Sarcocystis dubeyella,,
Sarcocystis elegans,NA,0,,0,1,-1,3,,VR,42662,,,,0,Sarcocystis elegans,505,Sarcocystis elegans,0,,"Merino et al., 2008",,VR,42662,,,,NA,0,1,No,,,,Sarcocystis elegans,Sarcocystis elegans,,
Sarcocystis felis,NA,0,,0,1,-1,2,,VR,42662,,,,0,Sarcocystis felis,2060,Sarcocystis felis,56,,Gillis 2003,,VR,42662,,,,NA,0,1,No,,,,Sarcocystis felis,Sarcocystis felis,,
Sarcocystis fusiformis,NA,0,,0,1,-1,2,,VR,42662,,,,0,Sarcocystis fusiformis,739,Sarcocystis fusiformis,67,,Fayer and Johnson 1973,,VR,42662,,,,NA,0,1,No,,,,Sarcocystis fusiformis,Sarcocystis fusiformis,,
Sarcocystis gazellae,NA,0,,0,1,-1,2,,VR,42662,,,,0,Sarcocystis gazellae,221,Sarcocystis gazellae,1,,"Odening et al., 1998",,VR,42662,,,,NA,0,1,No,,,,Sarcocystis gazellae,Sarcocystis gazellae,,
Sarcocystis giraffae,NA,0,,0,1,-1,3,,VR,42662,,,,0,Sarcocystis giraffae,131,Sarcocystis giraffae,1,,"Bengis et al., 1998",,VR,42662,,,,NA,0,1,No,,,,Sarcocystis giraffae,Sarcocystis giraffae,,
Sarcocystis grueneri,NA,0,,0,1,-1,3,,VR,42662,,,,0,Sarcocystis grueneri,70,Sarcocystis grueneri,4,,Gjerde 1985,,VR,42662,,,,NA,0,1,No,,,,Sarcocystis grueneri,Sarcocystis grueneri,,
Sarcocystis hardangeri,NA,0,,0,1,-1,3,,VR,42662,,,,0,Sarcocystis hardangeri,53,Sarcocystis hardangeri,10,,Gjerde 1985,,VR,42662,,,,NA,0,1,No,,,,Sarcocystis hardangeri,Sarcocystis hardangeri,,
Sarcocystis hemioni,NA,0,,,,-1,3,,VR,42662,,,,0,Sarcocystis hemioni,13,Sarcocystis hemioni,0,,"Dubey et al., 1983",,VR,42662,,,,NA,0,1,No,,,,Sarcocystis hemioni,Sarcocystis hemioni,,
Sarcocystis hemionilatrantis,NA,0,,0,1,-1,3,,VR,42661,,,,0,Sarcocystis hemionilatrantis,71,Sarcocystis hemionilatrantis,5,,Hudkins and Kistner 1977,,VR,42661,,,,NA,0,1,No,,,,Sarcocystis hemionilatrantis,Sarcocystis hemionilatrantis,,
Sarcocystis hofmanni,NA,0,,0,1,-1,3,,VR,42661,,,,0,Sarcocystis hofmanni,52,Sarcocystis hofmanni,3,,"Lopez et al., 2003",,VR,42661,,,,NA,0,0,Yes,Can't find it on GMPD files.,,,Sarcocystis hofmanni,,,
Sarcocystis hominis,NA,0,,0,1,1,1,,VR,42661,,,,0,Sarcocystis hominis,2170,Sarcocystis hominis,62,,Gideon,Gideon,VR,42661,,,,NA,0,1,No,"Sarcocystis bovihominis was identified in carabaos (GIDEON). Of more than a hundred species of Sarcocystis that infect mammals, only two are known to parasitize the human intestine: S. suihominis and S. hominis (also known as S. bovihominis) (ZOONOSES AND COMMUNICABLE DISEASES COMMON TO MAN AND ANIMALS).",,,Sarcocystis hominis,Sarcocystis hominis,Sarcocystosis,
Sarcocystis kirkpatricki,NA,0,,,,-1,3,,VR,42661,,,,0,Sarcocystis kirkpatricki,326,Sarcocystis kirkpatricki,3,,"Snyder et al., 1990",,VR,42661,,,,NA,0,1,No,,,,Sarcocystis kirkpatricki,Sarcocystis kirkpatricki,,
Sarcocystis klaseriensis,NA,0,,,,-1,3,,VR,42661,,,,0,Sarcocystis klaseriensis,9,Sarcocystis klaseriensis,1,,"Bengis et al., 1998",,VR,42661,,,,NA,0,1,No,,,,Sarcocystis klaseriensis,Sarcocystis klaseriensis,,
Sarcocystis melampi,NA,0,,,,-1,3,,VR,42661,,,,0,Sarcocystis melampi,4,Sarcocystis melampi,1,,"Junker et al., 2015",,VR,42661,,,,NA,0,1,No,,,,Sarcocystis melampi,Sarcocystis melampi,,
Sarcocystis mephitisi,NA,0,,,,-1,3,,VR,42661,,,,0,Sarcocystis mephitisi,16,Sarcocystis mephitisi,1,,"Dubey et al., 2002",,VR,42661,,,,NA,0,1,No,,,,Sarcocystis mephitisi,Sarcocystis mephitisi,,
Sarcocystis mongolica,NA,0,,,,-1,3,,VR,42661,,,,0,Sarcocystis mongolica,9,Sarcocystis mongolica,0,,"Stolte et al., 1998",,VR,42661,,,,NA,0,1,No,,,,Sarcocystis mongolica,Sarcocystis mongolica,,
Sarcocystis neurona,NA,0,,0,1,-1,2,,VR,42661,,,,0,Sarcocystis neurona,2860,Sarcocystis neurona,555,,"Dubey et al., 1991",,VR,42661,,,,NA,0,1,No,,,,Sarcocystis neurona,Sarcocystis neurona,,
Sarcocystis odocoileocanis,NA,0,,0,1,-1,3,,VR,42661,,,,0,Sarcocystis odocoileocanis,35,Sarcocystis odocoileocanis,3,,"Lindsay et al., 1988",,VR,42661,,,,NA,0,1,No,,,,Sarcocystis odocoileocanis,Sarcocystis odocoileocanis,,
Sarcocystis odoi,NA,0,,0,1,-1,3,,VR,42661,,,,0,Sarcocystis odoi,30,Sarcocystis odoi,2,,"Lindsay et al., 1988",,VR,42661,,,,NA,0,0,Yes,Can't find it on GMPD files (2018/07/29).,,,Sarcocystis odoi,,,
Sarcocystis ovalis,NA,0,,0,1,-1,2,,VR,42660,,,,0,Sarcocystis ovalis,105,Sarcocystis ovalis,5,,Gjerde and Dahlgren 2010,,VR,42660,,,,NA,0,1,No,,,,Sarcocystis ovalis,Sarcocystis ovalis,,
Sarcocystis phacochoeri,NA,0,,,,-1,3,,VR,42660,,,,0,Sarcocystis phacochoeri,11,Sarcocystis phacochoeri,1,,"Stolte et al., 1998",,VR,42660,,,,NA,0,1,No,,,,Sarcocystis phacochoeri,Sarcocystis phacochoeri,,
Sarcocystis rangi,NA,0,,,,-1,3,,VR,42660,,,,0,Sarcocystis rangi,67,Sarcocystis rangi,5,,Khan and Evans 2006,,VR,42660,,,,NA,0,1,No,,,,Sarcocystis rangi,Sarcocystis rangi,,
Sarcocystis scandinavica,NA,0,,0,1,-1,3,,VR,42660,,,,0,Sarcocystis scandinavica,287,Sarcocystis scandinavica,1,,Dahlgren and Gjerde 2008,,VR,42660,,,,NA,0,1,No,,,,Sarcocystis scandinavica,Sarcocystis scandinavica,,
Sarcocystis sebeki,NA,0,,,,-1,3,,VR,42660,,,,0,Sarcocystis sebeki,38,Sarcocystis sebeki,6,,Tadros and Laarman 1979,,VR,42660,,,,NA,0,1,No,,,,Sarcocystis sebeki,Sarcocystis sebeki,,
Sarcocystis tarandivulpes,NA,0,,0,1,-1,3,,VR,42660,,,,0,Sarcocystis tarandivulpes,50,Sarcocystis tarandivulpes,5,,Khan and Evans 2006,,VR,42660,,,,NA,0,1,No,,,,Sarcocystis tarandivulpes,Sarcocystis tarandivulpes,,
Sarcocystis ursusi,NA,0,,,,-1,3,,VR,42660,,,,0,Sarcocystis ursusi,321,Sarcocystis ursusi,1,,"Dubey et al., 2008",,VR,42660,,,,NA,0,1,No,,,,Sarcocystis ursusi,Sarcocystis ursusi,,
Sarcocystis woodhousei,NA,0,,,,-1,3,,VR,42660,,,,0,Sarcocystis woodhousei,48,Sarcocystis woodhousei,1,,"Odening et al., 1998",,VR,42660,,,,NA,0,1,No,,,,Sarcocystis woodhousei,Sarcocystis woodhousei,,
Sarcocystis youngi,NA,0,,,,-1,3,,VR,42660,,,,0,Sarcocystis youngi,35,Sarcocystis youngi,0,,"Atkinson et al., 1993",,VR,42660,,,,NA,0,1,No,,,,Sarcocystis youngi,Sarcocystis youngi,,
Sarcoptes scabiei,NA,3,,,,1,1,,VR,42660,,,,0,Sarcoptes scabiei,12900,Sarcoptes scabiei,839,,Gideon,Gideon,VR,42660,,,,NA,0,1,No,,,,Sarcoptes scabiei,Sarcoptes scabiei,,
Sataria nelsoni,NA,0,,,,-1,3,,VR,42660,,,,0,Sataria nelsoni,924,Sataria nelsoni,0,,NEED,,VR,42660,,,,NA,0,1,No,,,,Sataria nelsoni,Sataria nelsoni,,
Scalopacarus obesus,NA,0,,,,-1,3,,VR,42660,,,,0,Scalopacarus obesus,9,Scalopacarus obesus,0,,Whitaker and Schmeltz 1973,,VR,42660,,,,NA,0,1,No,,,,Scalopacarus obesus,Scalopacarus obesus,,
Schistocephalus solidus,NA,0,,,,-1,2,,VR,42660,,,,0,Schistocephalus solidus,2420,Schistocephalus solidus,252,,Barber and Scharsack 2009,,VR,42660,,,,NA,0,1,No,,,,Schistocephalus solidus,Schistocephalus solidus,,
Schistosoma bovis,NA,0,,0,1,1,2,,VR,42660,,,,0,Schistosoma bovis,10500,Schistosoma bovis,340,Human infection possible if S. bovis hybridizes with S. haematobium,"Makundi et al., 1998",NEED Reference for Human infection,VR,42660,,,,NA,0,1,No,,,,Schistosoma bovis,Schistosoma bovis,,
Schistosoma haematobium,NA,0,,0,1,3,1,,VR,42660,,,,0,Schistosoma haematobium,28200,Schistosoma haematobium,2381,through water--reservoir: Snail (Bulinus globosus)  Sheep   Goat   Cattle   Horse   Wild mammal,Gideon,Gideon,VR,42660,,,,NA,0,1,No,,,,Schistosoma haematobium,Schistosoma haematobium,,
Schistosoma hippopotami,NA,0,,0,1,-1,2,,VR,42660,,,,0,Schistosoma hippopotami,731,Schistosoma hippopotami,6,,"Morgan et al., 2003",,VR,42660,,,,NA,0,1,No,,,,Schistosoma hippopotami,Schistosoma hippopotami,,
Schistosoma japonicum,NA,0,,0,1,0,1,,VR,42660,,,,0,Schistosoma japonicum,35400,Schistosoma japonicum,2817,through water--reservoir: Snail (Bulinus globosus)  Sheep   Goat   Cattle   Horse   Wild mammal,Gideon,Gideon,VR,42660,,,,NA,0,1,No,,,,Schistosoma japonicum,Schistosoma japonicum,,
Schistosoma mansoni,NA,0,,0,1,3,1,,VR,42656,,,,0,Schistosoma mansoni,140000,Schistosoma mansoni,13745,through water--reservoir: Snail (Bulinus globosus)  Sheep   Goat   Cattle   Horse   Wild mammal,Gideon,Gideon,VR,42656,,,,NA,0,1,No,,,,Schistosoma mansoni,Schistosoma mansoni,,
Schistosoma mattheei,NA,0,,0,1,1,1,,VR,42656,,,,0,Schistosoma mattheei,7750,Schistosoma mattheei,111,,Gideon,Gideon,VR,42656,,,,NA,0,1,No,,,,Schistosoma mattheei,Schistosoma mattheei,,
Schulzinema miroljubovi,NA,0,,,,-1,3,,VR,42656,,,,0,Schulzinema miroljubovi,5,Schulzinema miroljubovi,1,,Lichtenfels and Pillitt 1984,,VR,42656,,,,NA,0,1,No,,,,Schulzinema miroljubovi,Schulzinema miroljubovi,,
Serratia liquefaciens,NA,0,,0,1,0,1,,VR,42655,,,,0,Serratia liquefaciens,11000,Serratia liquefaciens,447,found in plants and small mammals,Gideon,Gideon,VR,42655,,,,NA,0,1,No,,,,Serratia liquefaciens,Serratia liquefaciens,,
Serratia marcescens,NA,0,,?,?,0,1,,VR,42655,,,,0,Serratia marcescens,105000,Serratia marcescens,5847,Yu 2010,Gideon,Gideon,VR,42655,,,,NA,0,1,No,,,,Serratia marcescens,Serratia marcescens,,
